# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul  1 21:30:23 2025
#
# COLUMN star_id:        Star ID
# COLUMN region:         Part of Sky Surveyed
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN starthjd:       Start HJD [day]
# COLUMN endhjd:         End HJD [day]
# COLUMN bmag:           B Mag [mag]
# COLUMN vmag:           V Mag [mag]
# COLUMN rmag:           R Mag [mag]
# COLUMN rerr:           R Mag uncertainty [mag]
# COLUMN lcfil:          Light Curve Filter
# COLUMN npts:           Points in Light Curve
#
star_id,region,ra,dec,starthjd,endhjd,bmag,vmag,rmag,rerr,lcfil,npts
TrES_Lyr1_23708,TrES_Lyr1,284.2925,45.8325,2453541.79,2453616.73,,,16.076,0.044,R,11398
TrES_Lyr1_23709,TrES_Lyr1,288.9183,44.2539,2453541.79,2453616.73,,,16.074,0.055,R,11398
TrES_Lyr1_23710,TrES_Lyr1,287.1654,44.5464,2453541.79,2453616.73,,,16.075,0.044,R,15540
TrES_Lyr1_23711,TrES_Lyr1,285.0704,48.1758,2453541.79,2453616.73,,,16.073,0.054,R,15544
TrES_Lyr1_23712,TrES_Lyr1,288.5067,48.8436,2453541.79,2453616.73,,,16.073,0.195,R,15543
TrES_Lyr1_23713,TrES_Lyr1,284.6800,45.5381,2453541.79,2453616.73,,,16.074,0.044,R,15546
TrES_Lyr1_23714,TrES_Lyr1,283.3542,49.2728,2453541.79,2453616.73,,,16.074,0.043,R,15540
TrES_Lyr1_23715,TrES_Lyr1,281.4217,47.2408,2453541.79,2453616.73,,,16.074,0.042,R,15541
TrES_Lyr1_23716,TrES_Lyr1,289.0846,48.0783,2453541.79,2453616.73,,,16.072,0.075,R,11398
TrES_Lyr1_23717,TrES_Lyr1,286.8600,48.4353,2453549.75,2453611.95,,,16.068,0.160,R,4143
TrES_Lyr1_23718,TrES_Lyr1,289.1654,46.4508,2453549.75,2453611.95,,,16.068,0.103,R,4144
TrES_Lyr1_23719,TrES_Lyr1,282.3208,45.1967,2453549.75,2453611.95,,,16.067,0.117,R,4139
TrES_Lyr1_23720,TrES_Lyr1,289.6971,48.5369,2453549.75,2453611.95,,,16.067,0.065,R,4137
TrES_Lyr1_23721,TrES_Lyr1,282.6687,48.2039,2453549.75,2453611.95,,,16.067,0.132,R,4145
TrES_Lyr1_23722,TrES_Lyr1,286.1958,49.2831,2453549.75,2453611.95,,,16.067,0.071,R,4142
TrES_Lyr1_23723,TrES_Lyr1,286.2817,46.1278,2453549.75,2453611.95,,,16.068,0.089,R,4137
TrES_Lyr1_23724,TrES_Lyr1,283.6075,47.5367,2453541.79,2453616.73,,,16.074,0.110,R,15544
TrES_Lyr1_23725,TrES_Lyr1,288.8267,46.6353,2453541.79,2453616.73,,,16.073,0.033,R,15539
TrES_Lyr1_23726,TrES_Lyr1,287.4167,47.8503,2453541.79,2453616.73,,,16.074,0.103,R,15538
TrES_Lyr1_23727,TrES_Lyr1,283.3079,46.5328,2453541.79,2453616.73,,,16.074,0.065,R,15542
TrES_Lyr1_23728,TrES_Lyr1,285.0200,45.4375,2453541.79,2453616.73,,,16.075,0.033,R,15541
TrES_Lyr1_23729,TrES_Lyr1,285.0587,47.9269,2453541.79,2453616.73,,,16.072,0.046,R,15543
TrES_Lyr1_23730,TrES_Lyr1,282.3487,46.6644,2453541.79,2453616.73,,,16.075,0.037,R,15542
TrES_Lyr1_23731,TrES_Lyr1,289.0225,44.5567,2453541.79,2453616.73,,,16.075,0.080,R,11398
TrES_Lyr1_23732,TrES_Lyr1,288.2887,49.2481,2453541.79,2453616.73,,,16.074,0.048,R,15539
TrES_Lyr1_23733,TrES_Lyr1,287.6529,49.2672,2453541.79,2453616.73,,,16.076,0.059,R,15542
TrES_Lyr1_23734,TrES_Lyr1,288.3708,49.0561,2453541.79,2453616.73,,,16.074,0.050,R,15538
TrES_Lyr1_23735,TrES_Lyr1,288.0987,46.0092,2453541.79,2453616.73,,,16.074,0.062,R,15545
TrES_Lyr1_23736,TrES_Lyr1,283.6438,44.5889,2453541.79,2453616.73,,,16.075,0.040,R,15543
TrES_Lyr1_23737,TrES_Lyr1,286.0437,49.0831,2453541.79,2453616.73,,,16.073,0.067,R,15541
TrES_Lyr1_23738,TrES_Lyr1,288.9246,49.0494,2453541.79,2453616.73,,,16.075,0.150,R,11398
TrES_Lyr1_23739,TrES_Lyr1,287.3925,48.9094,2453541.79,2453616.73,,,16.074,0.050,R,15546
TrES_Lyr1_23740,TrES_Lyr1,287.1925,46.2592,2453549.75,2453611.95,,,16.068,0.105,R,4141
TrES_Lyr1_23741,TrES_Lyr1,286.2092,49.1386,2453549.75,2453611.95,,,16.068,0.072,R,4145
TrES_Lyr1_23742,TrES_Lyr1,288.8067,44.0611,2453549.75,2453611.95,,,16.069,0.151,R,4144
TrES_Lyr1_23743,TrES_Lyr1,288.5783,45.4211,2453541.79,2453616.73,,,16.074,0.039,R,15538
TrES_Lyr1_23744,TrES_Lyr1,287.6254,45.9119,2453541.79,2453616.73,,,16.077,0.095,R,15543
TrES_Lyr1_23745,TrES_Lyr1,288.6817,44.5872,2453541.79,2453616.73,,,16.074,0.053,R,15539
TrES_Lyr1_23746,TrES_Lyr1,287.0483,49.0286,2453541.79,2453616.73,,,16.075,0.137,R,15542
TrES_Lyr1_23747,TrES_Lyr1,286.6804,44.8078,2453541.79,2453616.73,,,16.075,0.048,R,15539
TrES_Lyr1_23748,TrES_Lyr1,289.5763,49.6475,2453549.75,2453611.95,,,16.129,0.098,R,4144
TrES_Lyr1_23749,TrES_Lyr1,282.0263,47.4328,2453549.75,2453611.95,,,16.069,0.106,R,4144
TrES_Lyr1_23750,TrES_Lyr1,286.2450,48.6428,2453549.75,2453611.95,,,16.070,0.142,R,4144
TrES_Lyr1_23751,TrES_Lyr1,285.8717,44.5258,2453541.79,2453616.73,,,16.077,0.046,R,15537
TrES_Lyr1_23752,TrES_Lyr1,283.1133,47.1164,2453541.79,2453616.73,,,16.077,0.028,R,15542
TrES_Lyr1_23753,TrES_Lyr1,284.7158,47.6689,2453541.79,2453616.73,,,16.075,0.063,R,15540
TrES_Lyr1_23754,TrES_Lyr1,282.6642,46.9033,2453541.79,2453616.73,,,16.075,0.038,R,11398
TrES_Lyr1_23755,TrES_Lyr1,288.0192,49.1006,2453541.79,2453616.73,,,16.075,0.043,R,11398
TrES_Lyr1_23756,TrES_Lyr1,286.2600,45.9128,2453541.79,2453616.73,,,16.076,0.037,R,15543
TrES_Lyr1_23757,TrES_Lyr1,282.4062,46.1433,2453541.79,2453616.73,,,16.076,0.043,R,11398
TrES_Lyr1_23758,TrES_Lyr1,283.4592,46.6481,2453541.79,2453616.73,,,16.076,0.132,R,15543
TrES_Lyr1_23759,TrES_Lyr1,281.6171,47.2775,2453541.79,2453616.73,,,16.077,0.042,R,15540
TrES_Lyr1_23760,TrES_Lyr1,281.2871,49.4114,2453541.79,2453616.73,,,16.080,0.045,R,15539
TrES_Lyr1_23761,TrES_Lyr1,283.6938,44.8744,2453549.75,2453611.95,,,16.070,0.131,R,4141
TrES_Lyr1_23762,TrES_Lyr1,283.8917,49.7956,2453549.75,2453611.95,,,16.070,0.082,R,4146
TrES_Lyr1_23763,TrES_Lyr1,289.0667,44.3378,2453549.75,2453611.95,,,16.070,0.076,R,4091
TrES_Lyr1_23764,TrES_Lyr1,283.9433,44.3706,2453541.79,2453616.73,,,16.077,0.108,R,11398
TrES_Lyr1_23765,TrES_Lyr1,285.9496,45.3500,2453541.79,2453616.73,,,16.076,0.051,R,15544
TrES_Lyr1_23766,TrES_Lyr1,283.4937,45.6683,2453541.79,2453616.73,,,16.076,0.048,R,15541
TrES_Lyr1_23767,TrES_Lyr1,283.3650,46.1128,2453541.79,2453616.73,,,16.081,0.041,R,11398
TrES_Lyr1_23768,TrES_Lyr1,285.8712,45.3958,2453541.79,2453616.73,,,16.077,0.095,R,15540
TrES_Lyr1_23769,TrES_Lyr1,283.2454,44.4558,2453541.79,2453616.73,,,16.078,0.079,R,15537
TrES_Lyr1_23770,TrES_Lyr1,287.4050,47.7200,2453541.79,2453616.73,,,16.077,0.038,R,15539
TrES_Lyr1_23771,TrES_Lyr1,286.0692,48.3272,2453549.75,2453611.95,,,16.071,0.148,R,4142
TrES_Lyr1_23772,TrES_Lyr1,289.0962,49.7519,2453549.75,2453611.95,,,16.072,0.083,R,4142
TrES_Lyr1_23773,TrES_Lyr1,287.4333,48.5875,2453549.75,2453611.95,,,16.072,0.095,R,4143
TrES_Lyr1_23774,TrES_Lyr1,287.9500,45.7900,2453549.75,2453611.95,,,16.073,0.081,R,4146
TrES_Lyr1_23775,TrES_Lyr1,286.7717,44.1858,2453549.75,2453611.95,,,16.072,0.086,R,4143
TrES_Lyr1_23776,TrES_Lyr1,288.9558,47.0131,2453541.79,2453616.73,,,16.079,0.046,R,15540
TrES_Lyr1_23777,TrES_Lyr1,287.6450,46.9525,2453541.79,2453616.73,,,16.077,0.046,R,15544
TrES_Lyr1_23778,TrES_Lyr1,286.7954,47.0856,2453541.79,2453616.73,,,16.077,0.046,R,15545
TrES_Lyr1_23779,TrES_Lyr1,281.9479,46.9981,2453541.79,2453616.73,,,16.079,0.036,R,15536
TrES_Lyr1_23780,TrES_Lyr1,286.3583,49.4125,2453541.79,2453616.73,,,16.079,0.107,R,15537
TrES_Lyr1_23781,TrES_Lyr1,282.9483,48.6975,2453541.79,2453616.73,,,16.078,0.044,R,15540
TrES_Lyr1_23782,TrES_Lyr1,288.7304,44.7847,2453541.79,2453616.73,,,16.079,0.036,R,15541
TrES_Lyr1_23783,TrES_Lyr1,284.7779,44.1928,2453541.79,2453616.73,,,16.079,0.038,R,15539
TrES_Lyr1_23784,TrES_Lyr1,283.6087,46.6942,2453541.79,2453616.73,,,16.077,0.046,R,15539
TrES_Lyr1_23785,TrES_Lyr1,289.0958,45.9744,2453541.79,2453616.73,,,16.077,0.062,R,15541
TrES_Lyr1_23786,TrES_Lyr1,289.2125,46.1786,2453541.79,2453616.73,,,16.094,0.045,R,15531
TrES_Lyr1_23787,TrES_Lyr1,287.4229,45.2556,2453541.79,2453616.73,,,16.077,0.052,R,15543
TrES_Lyr1_23788,TrES_Lyr1,289.0725,44.9753,2453541.79,2453616.73,,,16.077,0.031,R,15541
TrES_Lyr1_23789,TrES_Lyr1,285.5171,48.3617,2453541.79,2453616.73,,,16.077,0.037,R,15544
TrES_Lyr1_23790,TrES_Lyr1,286.1263,48.6769,2453541.79,2453616.73,,,16.078,0.067,R,15539
TrES_Lyr1_23791,TrES_Lyr1,281.7825,47.5536,2453541.79,2453616.73,,,16.078,0.044,R,15540
TrES_Lyr1_23792,TrES_Lyr1,288.7308,49.0100,2453541.79,2453616.73,,,16.078,0.051,R,15541
TrES_Lyr1_23793,TrES_Lyr1,284.8550,44.0653,2453549.75,2453611.95,,,16.072,0.074,R,4142
TrES_Lyr1_23794,TrES_Lyr1,280.8554,49.2561,2453549.75,2453611.95,,,16.072,0.131,R,4139
TrES_Lyr1_23795,TrES_Lyr1,287.4000,48.0364,2453549.75,2453611.95,,,16.073,0.105,R,4147
TrES_Lyr1_23796,TrES_Lyr1,286.4837,47.5575,2453541.79,2453616.73,,,16.077,0.032,R,15538
TrES_Lyr1_23797,TrES_Lyr1,281.9154,45.9542,2453541.79,2453616.73,,,16.080,0.035,R,15540
TrES_Lyr1_23798,TrES_Lyr1,285.0254,49.5061,2453541.79,2453616.73,,,16.078,0.047,R,15544
TrES_Lyr1_23799,TrES_Lyr1,281.7692,47.1153,2453541.79,2453616.73,,,16.080,0.052,R,15543
TrES_Lyr1_23800,TrES_Lyr1,283.5375,46.8878,2453541.79,2453616.73,,,16.079,0.049,R,15541
TrES_Lyr1_23801,TrES_Lyr1,284.4879,44.6086,2453541.79,2453616.73,,,16.080,0.038,R,15539
TrES_Lyr1_23802,TrES_Lyr1,281.0204,48.4781,2453541.79,2453616.73,,,16.079,0.074,R,15535
TrES_Lyr1_23803,TrES_Lyr1,283.7708,44.6456,2453541.79,2453616.73,,,16.081,0.090,R,15543
TrES_Lyr1_23804,TrES_Lyr1,288.0967,44.8497,2453541.79,2453616.73,,,16.081,0.097,R,15544
TrES_Lyr1_23805,TrES_Lyr1,286.1542,45.8825,2453541.79,2453616.73,,,16.106,0.078,R,11398
TrES_Lyr1_23806,TrES_Lyr1,285.4812,47.7314,2453541.79,2453616.73,,,16.079,0.045,R,15543
TrES_Lyr1_23807,TrES_Lyr1,288.9600,45.8300,2453541.79,2453616.73,,,16.078,0.052,R,11398
TrES_Lyr1_23808,TrES_Lyr1,283.4000,48.2075,2453541.79,2453616.73,,,16.079,0.045,R,15539
TrES_Lyr1_23809,TrES_Lyr1,283.6338,47.2561,2453541.79,2453616.73,,,16.079,0.047,R,15545
TrES_Lyr1_23810,TrES_Lyr1,289.5033,49.4292,2453549.75,2453611.95,,,16.089,0.105,R,4141
TrES_Lyr1_23811,TrES_Lyr1,288.6204,47.3111,2453549.75,2453611.95,,,16.073,0.086,R,4146
TrES_Lyr1_23812,TrES_Lyr1,281.8354,49.0772,2453541.79,2453616.73,,,16.082,0.036,R,15543
TrES_Lyr1_23813,TrES_Lyr1,281.3071,48.9564,2453541.79,2453616.73,,,16.084,0.051,R,15541
TrES_Lyr1_23814,TrES_Lyr1,283.3646,47.8981,2453541.79,2453616.73,,,16.098,0.036,R,11398
TrES_Lyr1_23815,TrES_Lyr1,285.1317,44.9425,2453541.79,2453616.73,,,16.081,0.045,R,15539
TrES_Lyr1_23816,TrES_Lyr1,288.6433,49.1647,2453541.79,2453616.73,,,16.079,0.041,R,11398
TrES_Lyr1_23817,TrES_Lyr1,283.7058,47.8600,2453541.79,2453616.73,,,16.081,0.117,R,15544
TrES_Lyr1_23818,TrES_Lyr1,283.3633,46.8147,2453541.79,2453616.73,,,16.080,0.062,R,11398
TrES_Lyr1_23819,TrES_Lyr1,289.0033,46.8814,2453541.79,2453616.73,,,16.078,0.042,R,15543
TrES_Lyr1_23820,TrES_Lyr1,286.1579,49.5300,2453549.75,2453611.95,,,16.074,0.096,R,4143
TrES_Lyr1_23821,TrES_Lyr1,288.3062,48.1328,2453549.75,2453611.95,,,16.074,0.107,R,4145
TrES_Lyr1_23822,TrES_Lyr1,285.1204,44.4572,2453541.79,2453616.73,,,16.082,0.049,R,11398
TrES_Lyr1_23823,TrES_Lyr1,283.1704,45.3181,2453541.79,2453616.73,,,16.082,0.047,R,15537
TrES_Lyr1_23824,TrES_Lyr1,281.3279,48.2814,2453541.79,2453616.73,,,16.083,0.078,R,15542
TrES_Lyr1_23825,TrES_Lyr1,286.2400,46.7258,2453541.79,2453616.73,,,16.080,0.044,R,15542
TrES_Lyr1_23826,TrES_Lyr1,287.6175,46.9664,2453541.79,2453616.73,,,16.080,0.057,R,15544
TrES_Lyr1_23827,TrES_Lyr1,285.0683,44.4975,2453541.79,2453616.73,,,16.081,0.054,R,15538
TrES_Lyr1_23828,TrES_Lyr1,285.0650,45.7489,2453541.79,2453616.73,,,16.081,0.034,R,15544
TrES_Lyr1_23829,TrES_Lyr1,288.5492,49.3281,2453549.75,2453611.95,,,16.075,0.091,R,4147
TrES_Lyr1_23830,TrES_Lyr1,283.3988,43.9919,2453549.75,2453611.95,,,16.075,0.064,R,4143
TrES_Lyr1_23831,TrES_Lyr1,283.4967,45.0936,2453549.75,2453611.95,,,16.075,0.080,R,4138
TrES_Lyr1_23832,TrES_Lyr1,286.8525,47.2508,2453549.75,2453611.95,,,16.075,0.078,R,4140
TrES_Lyr1_23833,TrES_Lyr1,284.3267,44.0169,2453549.75,2453611.95,,,16.077,0.098,R,4145
TrES_Lyr1_23834,TrES_Lyr1,287.0046,44.0861,2453549.75,2453611.95,,,16.077,0.113,R,4141
TrES_Lyr1_23835,TrES_Lyr1,288.3671,44.1678,2453549.75,2453611.95,,,16.077,0.121,R,4140
TrES_Lyr1_23836,TrES_Lyr1,289.2004,49.3056,2453549.75,2453611.95,,,16.076,0.060,R,4143
TrES_Lyr1_23837,TrES_Lyr1,289.8033,49.6447,2453549.75,2453611.95,,,16.042,0.083,R,4138
TrES_Lyr1_23838,TrES_Lyr1,282.5633,45.7025,2453541.79,2453616.73,,,16.082,0.027,R,15540
TrES_Lyr1_23839,TrES_Lyr1,282.4262,46.1706,2453541.79,2453616.73,,,16.082,0.079,R,15543
TrES_Lyr1_23840,TrES_Lyr1,281.8471,44.8306,2453541.79,2453616.73,,,16.087,0.047,R,15539
TrES_Lyr1_23841,TrES_Lyr1,281.4429,45.7208,2453541.79,2453616.73,,,16.083,0.032,R,15538
TrES_Lyr1_23842,TrES_Lyr1,283.2658,48.2539,2453541.79,2453616.73,,,16.081,0.064,R,11398
TrES_Lyr1_23843,TrES_Lyr1,281.8083,44.9486,2453541.79,2453616.73,,,16.083,0.045,R,15540
TrES_Lyr1_23844,TrES_Lyr1,281.5242,48.4672,2453541.79,2453616.73,,,16.104,0.047,R,11398
TrES_Lyr1_23845,TrES_Lyr1,286.0362,48.1111,2453541.79,2453616.73,,,16.082,0.083,R,15540
TrES_Lyr1_23846,TrES_Lyr1,283.4396,45.2536,2453541.79,2453616.73,,,16.081,0.061,R,15543
TrES_Lyr1_23847,TrES_Lyr1,286.6433,47.2061,2453549.75,2453611.95,,,16.077,0.068,R,4143
TrES_Lyr1_23848,TrES_Lyr1,288.7783,45.7017,2453549.75,2453611.95,,,16.077,0.206,R,4143
TrES_Lyr1_23849,TrES_Lyr1,285.9629,47.7897,2453549.75,2453611.95,,,16.291,0.352,R,3920
TrES_Lyr1_23850,TrES_Lyr1,281.0238,48.5758,2453541.79,2453616.73,,,16.084,0.043,R,15542
TrES_Lyr1_23851,TrES_Lyr1,284.9508,46.8600,2453541.79,2453616.73,,,16.083,0.045,R,15545
TrES_Lyr1_23852,TrES_Lyr1,288.1325,45.3864,2453541.79,2453616.73,,,16.084,0.069,R,15542
TrES_Lyr1_23853,TrES_Lyr1,288.5754,46.5967,2453541.79,2453616.73,,,16.083,0.050,R,15544
TrES_Lyr1_23854,TrES_Lyr1,281.2679,45.1758,2453541.79,2453616.73,,,16.082,0.055,R,15542
TrES_Lyr1_23855,TrES_Lyr1,284.5621,46.1442,2453541.79,2453616.73,,,16.088,0.052,R,15544
TrES_Lyr1_23856,TrES_Lyr1,283.3288,47.5639,2453541.79,2453616.73,,,16.083,0.047,R,15544
TrES_Lyr1_23857,TrES_Lyr1,284.0950,47.6450,2453541.79,2453616.73,,,16.083,0.043,R,15539
TrES_Lyr1_23858,TrES_Lyr1,285.1133,48.3300,2453541.79,2453616.73,,,16.082,0.039,R,15542
TrES_Lyr1_23859,TrES_Lyr1,286.0933,47.7189,2453541.79,2453616.73,,,16.080,0.046,R,11398
TrES_Lyr1_23860,TrES_Lyr1,288.1000,44.5792,2453541.79,2453616.73,,,16.084,0.070,R,11398
TrES_Lyr1_23861,TrES_Lyr1,283.9942,46.3383,2453541.79,2453616.73,,,16.084,0.112,R,15539
TrES_Lyr1_23862,TrES_Lyr1,285.1221,44.1100,2453549.75,2453611.95,,,16.079,0.121,R,4142
TrES_Lyr1_23863,TrES_Lyr1,284.8333,49.2400,2453549.75,2453611.95,,,16.079,0.095,R,4145
TrES_Lyr1_23864,TrES_Lyr1,282.9642,48.5528,2453549.75,2453611.95,,,16.078,0.115,R,4145
TrES_Lyr1_23865,TrES_Lyr1,287.3633,44.0464,2453549.75,2453611.95,,,16.078,0.081,R,4145
TrES_Lyr1_23866,TrES_Lyr1,287.7437,45.8772,2453541.79,2453616.73,,,16.085,0.033,R,15541
TrES_Lyr1_23867,TrES_Lyr1,286.4108,45.9444,2453541.79,2453616.73,,,16.085,0.049,R,15544
TrES_Lyr1_23868,TrES_Lyr1,288.7558,46.9242,2453541.79,2453616.73,,,16.083,0.052,R,11398
TrES_Lyr1_23869,TrES_Lyr1,283.8496,48.2300,2453541.79,2453616.73,,,16.084,0.056,R,15539
TrES_Lyr1_23870,TrES_Lyr1,286.2275,46.5589,2453541.79,2453616.73,,,16.084,0.039,R,15541
TrES_Lyr1_23871,TrES_Lyr1,284.4029,46.8183,2453541.79,2453616.73,,,16.083,0.062,R,15546
TrES_Lyr1_23872,TrES_Lyr1,283.9979,47.9603,2453549.75,2453611.95,,,16.077,0.054,R,4146
TrES_Lyr1_23873,TrES_Lyr1,281.7500,46.8242,2453541.79,2453616.73,,,16.084,0.045,R,11398
TrES_Lyr1_23874,TrES_Lyr1,288.7604,47.6719,2453541.79,2453616.73,,,16.084,0.091,R,15540
TrES_Lyr1_23875,TrES_Lyr1,286.6858,44.3181,2453549.75,2453611.95,,,16.080,0.097,R,4143
TrES_Lyr1_23876,TrES_Lyr1,286.6654,44.7722,2453549.75,2453611.95,,,16.080,0.160,R,4143
TrES_Lyr1_23877,TrES_Lyr1,287.7271,46.6753,2453549.75,2453611.95,,,16.079,0.116,R,4147
TrES_Lyr1_23878,TrES_Lyr1,282.4937,44.0553,2453549.75,2453611.95,,,16.078,0.123,R,4137
TrES_Lyr1_23879,TrES_Lyr1,287.8087,48.2203,2453549.75,2453611.95,,,16.080,0.116,R,4142
TrES_Lyr1_23880,TrES_Lyr1,289.2183,46.0703,2453549.75,2453611.95,,,16.080,0.069,R,4147
TrES_Lyr1_23881,TrES_Lyr1,288.3813,44.5203,2453541.79,2453616.73,,,16.084,0.039,R,11398
TrES_Lyr1_23882,TrES_Lyr1,287.3342,45.9250,2453541.79,2453616.73,,,16.085,0.036,R,15543
TrES_Lyr1_23883,TrES_Lyr1,285.2517,49.5131,2453541.79,2453616.73,,,16.084,0.046,R,15542
TrES_Lyr1_23884,TrES_Lyr1,288.9667,44.9819,2453541.79,2453616.73,,,16.086,0.061,R,15541
TrES_Lyr1_23885,TrES_Lyr1,284.5600,48.3958,2453541.79,2453616.73,,,16.086,0.032,R,15543
TrES_Lyr1_23886,TrES_Lyr1,287.5725,44.2689,2453541.79,2453616.73,,,16.087,0.067,R,15545
TrES_Lyr1_23887,TrES_Lyr1,281.7292,45.1922,2453541.79,2453616.73,,,16.086,0.060,R,15534
TrES_Lyr1_23888,TrES_Lyr1,288.6192,44.8928,2453541.79,2453616.73,,,16.085,0.037,R,15541
TrES_Lyr1_23889,TrES_Lyr1,282.8662,45.2881,2453541.79,2453616.73,,,16.087,0.039,R,15542
TrES_Lyr1_23890,TrES_Lyr1,282.6725,48.4186,2453541.79,2453616.73,,,16.085,0.038,R,15539
TrES_Lyr1_23891,TrES_Lyr1,281.3354,44.7303,2453541.79,2453616.73,,,16.085,0.064,R,11398
TrES_Lyr1_23892,TrES_Lyr1,283.7650,44.4583,2453541.79,2453616.73,,,16.085,0.062,R,15539
TrES_Lyr1_23893,TrES_Lyr1,283.2129,49.7028,2453541.79,2453616.73,,,16.086,0.068,R,15539
TrES_Lyr1_23894,TrES_Lyr1,286.7133,45.1042,2453541.79,2453616.73,,,16.084,0.041,R,15543
TrES_Lyr1_23895,TrES_Lyr1,285.3771,47.3753,2453549.75,2453611.95,,,16.081,0.073,R,4142
TrES_Lyr1_23896,TrES_Lyr1,286.1988,44.5150,2453549.75,2453611.95,,,16.081,0.113,R,4142
TrES_Lyr1_23897,TrES_Lyr1,288.8942,46.1028,2453549.75,2453611.95,,,16.081,0.128,R,4140
TrES_Lyr1_23898,TrES_Lyr1,289.2875,44.4872,2453549.75,2453611.95,,,16.080,0.111,R,4141
TrES_Lyr1_23899,TrES_Lyr1,289.7312,49.4883,2453549.75,2453611.95,,,16.081,0.055,R,4140
TrES_Lyr1_23900,TrES_Lyr1,286.8500,48.9994,2453541.79,2453616.73,,,16.090,0.047,R,15543
TrES_Lyr1_23901,TrES_Lyr1,284.9262,47.4900,2453541.79,2453616.73,,,16.084,0.072,R,15541
TrES_Lyr1_23902,TrES_Lyr1,287.8358,45.0850,2453541.79,2453616.73,,,16.086,0.048,R,15542
TrES_Lyr1_23903,TrES_Lyr1,286.6542,46.7108,2453541.79,2453616.73,,,16.085,0.055,R,15546
TrES_Lyr1_23904,TrES_Lyr1,286.3383,49.7400,2453541.79,2453616.73,,,16.089,0.055,R,15543
TrES_Lyr1_23905,TrES_Lyr1,287.0437,48.3936,2453541.79,2453616.73,,,16.084,0.045,R,11398
TrES_Lyr1_23906,TrES_Lyr1,288.6050,44.1400,2453541.79,2453616.73,,,16.087,0.048,R,15538
TrES_Lyr1_23907,TrES_Lyr1,282.0292,46.0464,2453541.79,2453616.73,,,16.087,0.101,R,15539
TrES_Lyr1_23908,TrES_Lyr1,283.4925,44.0067,2453549.75,2453611.95,,,16.081,0.077,R,4146
TrES_Lyr1_23909,TrES_Lyr1,287.2508,46.4758,2453549.75,2453611.95,,,16.081,0.125,R,4145
TrES_Lyr1_23910,TrES_Lyr1,280.9371,48.8533,2453549.75,2453611.95,,,16.081,0.115,R,4137
TrES_Lyr1_23911,TrES_Lyr1,281.4004,43.9694,2453549.75,2453611.95,,,16.080,0.136,R,4143
TrES_Lyr1_23912,TrES_Lyr1,285.8583,49.8211,2453549.75,2453611.95,,,16.081,0.087,R,4146
TrES_Lyr1_23913,TrES_Lyr1,289.6146,48.8708,2453549.75,2453611.95,,,16.082,0.068,R,4146
TrES_Lyr1_23914,TrES_Lyr1,283.4896,45.1206,2453541.79,2453616.73,,,16.088,0.040,R,15538
TrES_Lyr1_23915,TrES_Lyr1,284.2567,44.5250,2453541.79,2453616.73,,,16.087,0.041,R,15538
TrES_Lyr1_23916,TrES_Lyr1,288.5404,44.8700,2453541.79,2453616.73,,,16.087,0.061,R,15545
TrES_Lyr1_23917,TrES_Lyr1,285.2654,45.4300,2453541.79,2453616.73,,,16.087,0.038,R,15542
TrES_Lyr1_23918,TrES_Lyr1,283.4563,44.3864,2453541.79,2453616.73,,,16.088,0.043,R,11398
TrES_Lyr1_23919,TrES_Lyr1,284.7971,45.1975,2453541.79,2453616.73,,,16.086,0.083,R,15541
TrES_Lyr1_23920,TrES_Lyr1,281.1075,47.0117,2453541.79,2453616.73,,,16.088,0.033,R,15537
TrES_Lyr1_23921,TrES_Lyr1,284.2912,48.4219,2453541.79,2453616.73,,,16.086,0.049,R,15540
TrES_Lyr1_23922,TrES_Lyr1,286.3446,45.6008,2453541.79,2453616.73,,,16.087,0.044,R,15544
TrES_Lyr1_23923,TrES_Lyr1,283.7004,44.8067,2453541.79,2453616.73,,,16.088,0.089,R,15538
TrES_Lyr1_23924,TrES_Lyr1,286.4742,45.3006,2453541.79,2453616.73,,,16.087,0.114,R,15544
TrES_Lyr1_23925,TrES_Lyr1,282.3429,48.3408,2453541.79,2453616.73,,,16.088,0.043,R,15542
TrES_Lyr1_23926,TrES_Lyr1,282.4529,46.2061,2453541.79,2453616.73,,,16.088,0.033,R,15543
TrES_Lyr1_23927,TrES_Lyr1,285.4862,45.0486,2453541.79,2453616.73,,,16.086,0.074,R,15543
TrES_Lyr1_23928,TrES_Lyr1,283.3908,44.5697,2453541.79,2453616.73,,,16.088,0.038,R,15542
TrES_Lyr1_23929,TrES_Lyr1,281.6237,44.8294,2453549.75,2453611.95,,,16.082,0.127,R,4141
TrES_Lyr1_23930,TrES_Lyr1,287.7242,45.7806,2453549.75,2453611.95,,,16.083,0.117,R,4142
TrES_Lyr1_23931,TrES_Lyr1,280.9400,48.4522,2453549.75,2453611.95,,,16.082,0.074,R,4141
TrES_Lyr1_23932,TrES_Lyr1,282.9504,46.2619,2453541.79,2453616.73,,,16.088,0.054,R,15540
TrES_Lyr1_23933,TrES_Lyr1,286.6096,45.7744,2453541.79,2453616.73,,,16.087,0.052,R,15542
TrES_Lyr1_23934,TrES_Lyr1,289.4050,48.4550,2453541.79,2453616.73,,,16.088,0.067,R,11398
